CRATER_ID,LAT_CIRC_IMG,LON_CIRC_IMG,LAT_ELLI_IMG,LON_ELLI_IMG,DIAM_CIRC_IMG,DIAM_CIRC_SD_IMG,DIAM_ELLI_MAJOR_IMG,DIAM_ELLI_MINOR_IMG,DIAM_ELLI_ECCEN_IMG,DIAM_ELLI_ELLIP_IMG,DIAM_ELLI_ANGLE_IMG,LAT_ELLI_SD_IMG,LON_ELLI_SD_IMG,DIAM_ELLI_MAJOR_SD_IMG,DIAM_ELLI_MINOR_SD_IMG,DIAM_ELLI_ANGLE_SD_IMG,DIAM_ELLI_ECCEN_SD_IMG,DIAM_ELLI_ELLIP_SD_IMG,ARC_IMG,PTS_RIM_IMG
00-1-000000,-19.8304,264.757,-19.8905,264.665,940.96,21.3179,975.874,905.968,0.371666,1.07716,35.9919,0.00788792,0.00842373,0.63675,0.560417,0.373749,0.00208495,0.000968482,0.568712,8088
00-1-000001,44.7763,328.602,44.4083,329.046,249.84,5.99621,289.44,245.786,0.528111,1.17761,127.003,0.0111776,0.0151013,1.05278,0.209035,0.357296,0.00510045,0.00439887,0.627328,2785
00-1-000002,57.0866,82.0995,56.9,81.6464,599.778,21.579,632.571,561.435,0.460721,1.1267,149.162,0.0084645,0.0195153,0.776149,0.747352,0.374057,0.00309534,0.00203974,0.492373,5199
00-1-000003,1.96124,230.622,1.95072,230.588,558.762,14.1819,568.529,546.378,0.276416,1.04054,133.691,0.00707867,0.00783918,0.526945,0.532872,1.26271,0.00449557,0.0014,0.595221,4341
00-1-000004,-49.1496,266.347,-49.1833,266.353,654.332,17.5097,665.24,636.578,0.290365,1.04502,87.6468,0.00882679,0.0177327,0.568958,0.758631,1.38353,0.00462588,0.00153291,0.545924,5933
00-1-000005,-35.6024,208.486,-35.6221,208.49,505.312,12.8472,505.313,500.675,0.135169,1.00926,16.1189,0.00929176,0.010565,0.580106,0.827589,6.22741,0.0146167,0.00203114,0.557812,4433
00-1-000006,18.5231,175.55,18.5238,175.529,613.901,14.9925,630.708,599.553,0.31041,1.05196,8.9925,0.00603849,0.00764746,0.521808,0.41113,0.820895,0.00312823,0.00113041,0.621607,5143
00-1-000007,26.8611,149.162,26.8529,149.169,634.744,11.4685,638.324,629.685,0.163971,1.01372,168.301,0.00571334,0.0064757,0.403332,0.413216,2.46237,0.00540635,0.000923478,0.615811,5186
00-1-000008,-4.38375,202.528,-4.38541,202.558,429.664,15.636,430.221,426.394,0.133084,1.00898,80.0141,0.00799754,0.00854882,0.61135,0.618142,7.19803,0.0149834,0.00204822,0.741016,4076
00-1-000009,-32.6805,163.988,-32.7338,164.036,333.895,7.86563,355.845,319.81,0.438496,1.11268,72.0582,0.00682457,0.00657751,0.56011,0.367713,0.567546,0.00359057,0.00216889,0.585515,1559
00-1-000010,-57.2082,135.54,-57.2019,135.522,318.375,6.49627,324.868,312.342,0.275005,1.0401,28.5855,0.00580158,0.0114012,0.516221,0.411108,1.55657,0.0069355,0.00214609,0.739815,1664
00-1-000011,-55.8051,314.334,-55.8185,314.298,354.103,11.2012,361.984,337.898,0.358677,1.07128,106.197,0.0122755,0.0249771,0.748079,1.11679,2.24585,0.00946967,0.00417588,0.497896,1155
00-1-000012,-52.6979,177.587,-52.2431,178.169,2491.87,63.3979,2612.57,2373.25,0.418111,1.10084,155.272,0.0438573,0.0785313,3.49489,3.17211,0.67804,0.00373215,0.00208173,0.797656,1267
00-1-000013,8.25292,28.416,7.40101,28.2932,907.122,36.8429,959.59,746.815,0.627936,1.28491,174.121,0.192472,0.140802,10.5605,18.9616,2.45127,0.0266924,0.0355566,0.5101,17
00-1-000014,-22.442,344.611,-22.4573,344.529,659.206,29.9805,735.903,573.493,0.626644,1.28319,9.63469,0.100461,0.111687,7.504,7.43469,2.20945,0.015985,0.0211645,0.805077,15
00-1-000015,26.2091,147.494,26.1602,147.414,423.869,8.25326,442.05,409.136,0.378644,1.08045,36.702,0.009197,0.0112391,0.788066,0.633639,0.959514,0.00534259,0.00255149,0.85748,661
00-1-000016,16.3974,59.4647,15.9414,58.7868,1114.52,17.746,1223.79,1098.04,0.441541,1.11453,26.3656,0.0703188,0.096559,9.44304,1.60137,1.29601,0.0143177,0.0087522,0.185623,214
00-1-000017,27.0221,22.8638,26.4997,22.0053,866.199,10.6553,891.294,792.873,0.456789,1.12413,148.166,0.0507302,0.058401,1.37692,3.7464,1.54191,0.00861218,0.00558831,0.204433,194
00-1-000018,-1.39324,86.1165,-1.08437,85.917,954.724,7.55485,979.968,942.619,0.273444,1.03962,127.078,0.0629624,0.0300568,4.22524,1.65741,2.41695,0.0157553,0.00484085,0.177839,172
00-1-000019,-4.78646,291.203,-6.09377,291.428,463.755,5.20145,451.721,374.793,0.558211,1.20526,9.03887,0.030687,0.011137,0.377578,1.94966,0.566346,0.00649749,0.00635014,0.164592,165
00-1-000020,45.4832,152.893,45.5061,152.875,229.381,2.49119,233.763,225.266,0.267158,1.03772,169.608,0.00601885,0.00836257,0.489643,0.452377,2.18067,0.0100864,0.00301121,0.287867,228
00-1-000021,13.9617,201.639,13.9009,201.814,429.904,5.64043,452.586,414.201,0.403029,1.09267,48.4166,0.0153177,0.0272981,1.69035,0.865535,2.39326,0.008894,0.00467631,0.0868529,117
00-1-000022,-69.0838,111.708,-69.6198,112.818,296.911,8.23602,349.563,292.909,0.545778,1.19342,126.925,0.116851,0.302118,11.3129,1.65377,1.83859,0.0422628,0.0392058,0.273877,245
00-1-000023,-22.5644,353.409,-22.641,353.535,214.053,2.49586,234.321,212.619,0.420297,1.10207,147.264,0.0152435,0.0246244,3.1848,0.330027,1.22878,0.0267987,0.0150762,0.367041,199
00-1-000024,40.1834,251.963,39.5004,252.113,209.32,1.88784,200.054,164.58,0.568506,1.21554,8.53708,0.0352854,0.0137008,0.602972,2.33785,0.751542,0.0172873,0.0176511,0.212152,104
00-1-000025,34.2737,105.487,34.2684,105.482,208.894,0.815576,210.027,208.071,0.136163,1.0094,92.8625,0.00443358,0.0111101,0.484076,0.330205,22.6507,0.0201705,0.00282465,0.154597,121
00-1-000026,-57.2199,163.363,-57.2325,163.145,327.78,2.80926,329.476,317.547,0.26665,1.03757,101.955,0.00992966,0.0541885,0.614218,1.82627,3.41642,0.021061,0.0062729,0.37944,293
00-1-000027,51.1265,237.306,51.1396,237.428,659.596,24.3362,704.006,574.913,0.577161,1.22454,62.4142,0.0156006,0.0126882,0.541494,0.697244,0.354,0.00165938,0.00175859,0.0291177,79
00-1-000028,-2.52891,52.8579,-0.763819,53.4884,652.877,7.98545,794.235,625.922,0.615571,1.2689,57.7241,1.18646,0.197685,63.805,22.6133,7.56119,0.0888723,0.111771,0.0381772,50
00-1-000029,-25.9578,320.599,-25.5449,320.864,796.356,17.4751,866.747,748.937,0.503358,1.1573,77.9691,0.076126,0.0784454,6.26869,2.06802,1.77735,0.0114832,0.0089594,0.0952986,182
00-1-000030,-15.8284,34.7632,-15.8792,34.4699,871.995,12.1677,885.658,851.032,0.27688,1.04069,134.197,0.0418937,0.0558605,3.17899,3.27864,3.08453,0.0175595,0.00547978,0.346515,406
00-1-000031,34.2595,342.856,34.2075,342.933,1198.39,12.6831,1212.14,1186.65,0.204032,1.02149,51.8645,0.0232431,0.0326956,1.96258,1.54925,3.95418,0.00976962,0.0021246,0.255605,494
00-1-000032,-51.6705,23.5685,-51.7178,23.6088,444.257,1.47235,449.84,325.602,0.689991,1.38156,82.3231,0.00435931,0.0173408,0.310658,2.81722,0.179026,0.00659064,0.0119918,0.103929,50
00-1-000033,-17.3838,295.191,-16.8637,295.024,438.1,0.697193,432.56,400.92,0.375421,1.07892,23.2859,0.123269,0.0143957,2.45189,9.28938,6.1324,0.0545827,0.0257359,0.0275706,61
01-1-000000,61.0386,188.026,61.0368,187.864,13.5213,0.783893,20.3166,12.2268,0.798638,1.66165,3.04981,0.0008641,0.0108963,0.35938,0.0515582,0.525231,0.00824661,0.0302165,0.782975,125
01-1-000001,60.989,185.595,60.9761,185.599,13.0119,0.151797,13.1538,11.9469,0.418435,1.10102,5.0478,0.000761569,0.000703406,0.0188228,0.0560937,1.00121,0.00967668,0.00540433,0.714671,96
01-1-000002,60.8108,183.046,60.81,183.047,27.2383,0.610923,27.3152,26.9785,0.156511,1.01248,81.5169,0.00166236,0.00363765,0.120674,0.128763,18.3058,0.0405357,0.00658476,0.919356,294
01-1-000003,60.289,181.985,60.265,181.97,34.0852,0.353147,36.4163,34.0002,0.358174,1.07106,68.415,0.00488087,0.00306953,0.318777,0.0569719,2.97327,0.0216913,0.00954596,0.442108,158
01-1-000004,60.0685,179.072,60.0774,179.067,9.41146,0.159574,9.60987,8.57067,0.452309,1.12125,23.1421,0.00117269,0.000848779,0.031085,0.0762845,2.18128,0.016654,0.0106185,0.715315,72
01-1-000005,61.2535,178.486,61.2506,178.485,20.4314,0.762848,22.4197,18.7264,0.549852,1.19723,62.4927,0.000996074,0.0023426,0.0789084,0.0649562,1.0541,0.00627,0.00591624,0.857934,200
01-1-000006,61.1238,177.714,61.1257,177.715,9.70902,0.0833155,9.80141,9.4815,0.253403,1.03374,155.652,0.000485899,0.000614972,0.0208986,0.0383604,3.42158,0.0168886,0.00472759,0.778118,86
01-1-000007,60.942,176.478,60.942,176.478,10.5378,0.098037,10.6178,10.4487,0.177726,1.01618,76.1288,0.000381004,0.000779517,0.0283936,0.0281994,7.76255,0.0207022,0.00386079,0.978289,124
01-1-000008,61.894,180.175,61.8935,180.173,14.0578,0.314689,14.5648,13.4532,0.383158,1.08262,107.286,0.000666643,0.00142812,0.0492616,0.0514927,2.04048,0.0113737,0.00552981,0.932164,159
01-1-000009,61.5267,173.07,61.5268,173.07,14.2656,0.187924,14.6119,13.9089,0.306448,1.05054,125.893,0.000402297,0.000831475,0.0300548,0.0293359,1.96619,0.00871076,0.00309496,0.982667,166
01-1-000010,60.8844,165.81,60.8879,165.812,17.3539,0.345793,17.644,16.7827,0.30863,1.05132,160.424,0.00219033,0.0022725,0.0824919,0.135191,6.55887,0.0273035,0.00979188,0.751627,143
01-1-000011,61.2513,166.653,61.2494,166.652,12.0913,0.4956,13.6964,10.4524,0.646228,1.31037,17.3948,0.000506988,0.00112271,0.0397926,0.0356056,0.572481,0.00403488,0.00586673,0.893328,133
01-1-000012,60.5429,160.113,60.5427,160.114,10.7721,0.333497,11.4719,10.0567,0.481147,1.14072,101.636,0.000717361,0.00133986,0.0531725,0.049151,1.67395,0.0107585,0.0076836,1,126
01-1-000013,61.3704,161.061,61.3699,161.059,8.96958,0.148347,9.16241,8.7209,0.306679,1.05063,151.274,0.000427213,0.000924828,0.0304099,0.0344721,3.39466,0.0152472,0.00542274,0.882792,96
01-1-000014,61.0881,161.596,61.0876,161.592,11.7217,0.264264,12.0393,11.2615,0.353601,1.06907,84.0853,0.000899052,0.00225228,0.0605316,0.0754378,4.60849,0.0207251,0.00895413,0.803193,106
01-1-000015,61.1596,157.334,61.1645,157.325,18.6929,0.335791,18.9127,18.0039,0.306256,1.05048,47.2153,0.00263031,0.00282647,0.0789399,0.170427,6.34839,0.0306122,0.0108677,0.717732,143
01-1-000016,61.3554,162.487,61.3549,162.487,8.6585,0.154333,8.83127,8.44996,0.290674,1.04513,168.069,0.000628542,0.00151312,0.0431155,0.046201,6.7442,0.0230869,0.00766085,0.814288,81
01-1-000017,60.9464,163.512,60.9465,163.512,11.0896,0.184218,11.3137,10.8491,0.283614,1.04282,53.8343,0.000636579,0.00128562,0.0476015,0.0456763,4.72576,0.0192985,0.00620697,0.98077,127
01-1-000018,61.6746,164.399,61.6762,164.399,8.99574,0.0917464,9.10035,8.77864,0.263541,1.03665,176.518,0.000487689,0.000689093,0.0246488,0.0392171,3.67937,0.0184467,0.00541576,0.81594,83
01-1-000019,61.5794,165.132,61.5762,165.125,11.8502,0.179454,12.4274,11.5683,0.36534,1.07426,42.3051,0.000551378,0.00125269,0.0563388,0.0300583,1.74894,0.0123935,0.00561329,0.805432,111
01-1-000020,61.4953,168.617,61.5052,168.619,11.6309,0.400495,12.3927,10.2556,0.561393,1.20839,163.63,0.00104508,0.00163718,0.0579076,0.0776724,1.41204,0.010856,0.0107536,0.798794,107
01-1-000021,62.1328,170.382,62.1329,170.382,8.82122,0.129988,9.11344,8.52097,0.354677,1.06953,87.3255,0.000386949,0.000794256,0.0286101,0.0276436,2.2222,0.0111271,0.00482833,0.968892,100
01-1-000022,62.3499,172.394,62.35,172.395,9.52443,0.127442,9.77825,9.27024,0.31813,1.0548,94.2768,0.000306671,0.000624893,0.0227042,0.0215234,2.04356,0.00927689,0.00346352,1,112
01-1-000023,63.3086,171.441,63.3108,171.455,11.5848,0.29189,12.1701,10.6057,0.490473,1.1475,123.937,0.000390508,0.00116855,0.0287972,0.0388603,0.965693,0.00675355,0.00500508,0.80958,104
01-1-000024,63.0361,173.628,63.0321,173.626,9.67902,0.230942,10.2643,8.89293,0.499363,1.15421,178.872,0.000642802,0.00131334,0.0352087,0.0431545,1.55283,0.00893288,0.00685903,0.716361,77
01-1-000025,62.005,173.287,62.0051,173.288,8.72143,0.199124,8.95658,8.46291,0.327413,1.05833,41.6212,0.000682993,0.00151495,0.0523909,0.0503364,4.9405,0.022748,0.00882889,0.958093,97
01-1-000026,61.6941,172.365,61.6953,172.364,83.2894,1.46455,83.6108,82.7636,0.141995,1.01024,166.721,0.00180345,0.00373407,0.128585,0.12953,7.63145,0.0151412,0.00221667,0.95062,909
01-1-000027,62.8265,177.193,62.8215,177.181,14.5861,0.683581,16.2786,12.4893,0.641382,1.3034,155.77,0.000958441,0.00249649,0.0746212,0.0759131,0.996982,0.00698686,0.00992286,0.837822,138
01-1-000028,62.5616,175.174,62.57,175.188,8.81791,0.461453,10.4205,7.93042,0.648708,1.314,46.7777,0.00154287,0.00304714,0.147348,0.0697776,1.49706,0.0148691,0.0218835,0.835889,87
01-1-000029,62.465,177.632,62.4484,177.644,34.1025,1.08085,35.281,31.603,0.444552,1.11638,24.9292,0.0024996,0.0042158,0.139095,0.202455,1.83854,0.0135767,0.00839755,0.811082,324
01-1-000030,63.3087,179.725,63.3068,179.722,14.2857,0.228073,14.7482,13.6439,0.379672,1.08094,128.618,0.000540658,0.000856209,0.0279998,0.0357999,1.5323,0.00730061,0.00350083,0.808584,134
01-1-000031,63.1586,184.163,63.1589,184.163,23.9923,0.816731,24.781,23.0168,0.370559,1.07665,79.4938,0.00201111,0.00431777,0.146779,0.138835,4.00235,0.019681,0.00910173,0.933274,250
01-1-000032,62.9907,188.895,62.9908,188.895,19.1243,0.390788,19.7899,18.4405,0.362928,1.07317,115.378,0.000730227,0.00153125,0.0536138,0.0510559,1.86349,0.00926745,0.00415708,1,225
01-1-000033,61.9458,189.465,61.9446,189.462,11.5765,0.390488,11.887,11.2451,0.324155,1.05708,50.2254,0.00238697,0.00274286,0.1349,0.105987,11.079,0.0407274,0.0155941,0.789975,105
01-1-000034,62.5659,190.594,62.5657,190.596,10.6494,0.311632,11.2584,10.073,0.446651,1.11768,29.587,0.000670738,0.00176298,0.0581075,0.0487505,2.25613,0.0126808,0.00790807,0.897485,111
01-1-000035,62.2349,192.972,62.2497,192.978,16.1007,0.272919,16.3905,14.7824,0.431966,1.10878,165.804,0.00142851,0.00142186,0.0452611,0.107141,1.5953,0.014605,0.00859985,0.737387,123
01-1-000036,62.035,197.077,62.0132,197.159,22.691,0.538268,26.4288,21.9854,0.554967,1.20211,150.75,0.00202944,0.00692844,0.263952,0.063253,0.962471,0.01296,0.012494,0.741677,192
01-1-000037,61.7687,198.048,61.7729,198.042,26.9385,0.479322,27.57,26.5353,0.271385,1.03899,118.106,0.00149203,0.00413538,0.139382,0.0766979,5.27206,0.0198781,0.00605058,0.759669,235
01-1-000038,60.5461,201.538,60.546,201.538,14.1778,0.184657,14.2221,14.1029,0.129187,1.00845,83.6573,0.000704507,0.00142019,0.0524167,0.0518686,20.3413,0.0396314,0.00525076,1,170
01-1-000039,60.224,202.778,60.2233,202.778,14.348,0.545933,15.9725,12.7559,0.601847,1.25217,9.23979,0.000879725,0.00208238,0.0753788,0.0648777,1.03705,0.00735256,0.00868796,1,168
01-1-000040,61.323,205.806,61.3235,205.801,9.06951,0.117555,9.1945,8.7547,0.305576,1.05024,76.8323,0.000386791,0.00133207,0.0285101,0.0509917,3.17238,0.0195771,0.00692992,0.78447,83
01-1-000041,61.8748,201.09,61.8748,201.09,7.77174,0.112823,8.00679,7.53594,0.337867,1.06248,178.558,0.000302695,0.000674099,0.0234883,0.0224784,2.29275,0.010969,0.00444506,0.967256,89
01-1-000042,62.0534,199.194,62.0542,199.197,10.1182,0.22345,10.307,9.78466,0.314297,1.05338,110.497,0.000716897,0.00182746,0.0520501,0.0691377,4.7072,0.0249036,0.00914864,0.844524,100
01-1-000043,62.2769,200.437,62.2767,200.439,9.08975,0.39343,9.42365,8.67788,0.389888,1.08594,106.52,0.00125405,0.00252696,0.0908581,0.0855219,5.76492,0.0299862,0.0149719,1,105
01-1-000044,62.692,196.63,62.6928,196.628,10.2426,0.230191,10.7313,9.67398,0.432841,1.1093,34.8579,0.000509835,0.00114977,0.0378762,0.0390839,1.69719,0.0100721,0.00595103,0.911376,109
01-1-000045,63.0131,194.513,63.0131,194.513,12.7017,0.160888,12.8711,12.5159,0.23331,1.02838,149.084,0.000492774,0.00109514,0.0369763,0.0365981,4.82345,0.0166134,0.00421555,0.985221,147
01-1-000046,63.6221,194.157,63.622,194.157,11.5742,0.188095,11.9285,11.2074,0.342415,1.06434,178.473,0.000442665,0.00103634,0.0339689,0.0329129,2.17961,0.0105459,0.00435389,1,138
01-1-000047,63.8658,188.705,63.8723,188.703,45.4366,0.736077,46.5927,43.8394,0.338662,1.0628,172.095,0.00104296,0.00206655,0.0677358,0.0801426,1.18581,0.0061058,0.00248237,0.885126,448
01-1-000048,64.245,183.514,64.2416,183.506,13.2911,0.391121,13.8865,12.3506,0.457146,1.12436,123.246,0.00123722,0.00290124,0.0896736,0.103949,2.60963,0.0183562,0.0119277,0.868935,133
01-1-000049,64.168,185.498,64.1676,185.5,8.27519,0.120922,8.42043,8.07099,0.285087,1.04329,84.4671,0.000455243,0.00116472,0.0341618,0.0402273,4.48041,0.0207105,0.00670485,0.878256,84
01-1-000050,63.0117,181.065,63.0127,181.073,18.1349,0.946038,21.0806,15.4327,0.68122,1.36597,174.079,0.00105248,0.00298727,0.0993563,0.0787986,0.723542,0.0054668,0.00949175,0.968895,197
01-1-000051,63.2202,181.541,63.2264,181.532,24.8518,0.676312,26.0587,23.4065,0.439544,1.11331,4.15538,0.0030054,0.00617887,0.166253,0.1707,3.39699,0.0177858,0.0107876,0.725378,189
01-1-000052,63.5505,179.886,63.5564,179.887,10.3823,0.140777,10.5398,9.83685,0.359095,1.07147,5.9455,0.00100486,0.00108005,0.0280548,0.0644573,2.84247,0.017156,0.00757808,0.71236,83
01-1-000053,64.1041,178.193,64.1043,178.193,38.2615,0.751549,39.3537,37.1587,0.329303,1.05907,67.6307,0.00111031,0.00243082,0.0825139,0.077335,1.73695,0.00799842,0.00312878,0.995954,429
01-1-000054,63.7623,179.637,63.7641,179.639,9.52937,0.123695,9.69386,9.24476,0.300847,1.04858,152.774,0.00171646,0.00147011,0.0608645,0.088485,8.5659,0.0346053,0.012003,0.715191,73
01-1-000055,64.059,178.778,64.0589,178.778,9.483,0.203675,9.9392,9.01397,0.421321,1.10264,175.566,0.00046404,0.00113105,0.0371958,0.035284,1.75046,0.0105719,0.00597134,1,106
01-1-000056,64.1383,180.676,64.1383,180.676,9.08681,0.0996244,9.14139,9.01672,0.164588,1.01383,137.904,0.000913583,0.00107061,0.0426811,0.0465147,21.3096,0.0411293,0.00705407,0.778073,75
01-1-000057,64.4658,180.671,64.4659,180.671,14.4263,0.310183,15.1674,13.6799,0.431889,1.10874,107.802,0.000644847,0.00139448,0.0477825,0.0446271,1.4506,0.0085419,0.00502821,0.982114,163
01-1-000058,62.8049,183.523,62.8072,183.51,110.159,1.60993,111.293,108.967,0.203407,1.02135,4.57335,0.0027917,0.00673611,0.223322,0.199438,4.35598,0.0127998,0.00277393,0.669679,713
01-1-000059,63.5005,176.035,63.5003,176.035,8.21572,0.195803,8.5407,7.88735,0.383594,1.08283,76.1039,0.000605707,0.00127623,0.0455503,0.0421435,3.08499,0.0167849,0.00817479,0.973121,96
01-1-000060,64.5669,175.392,64.5716,175.387,14.4478,0.379811,15.2155,13.398,0.473947,1.13565,29.5092,0.00174414,0.00214124,0.0773882,0.0935144,2.73175,0.0141289,0.00980779,0.762226,124
01-1-000061,64.384,172.527,64.3841,172.527,16.4755,0.251328,16.5298,16.394,0.127946,1.00829,1.38311,0.000632068,0.00144137,0.0454209,0.0464118,16.396,0.0303307,0.00397797,1,198
01-1-000062,63.8351,170.128,63.8346,170.131,17.7949,0.51441,18.9567,16.6244,0.480549,1.14029,76.7184,0.00120829,0.00248375,0.0892172,0.0798,1.72766,0.0107587,0.0076656,0.98954,204
01-1-000063,63.2432,165.139,63.245,165.149,14.1779,0.191141,14.3677,13.6577,0.310465,1.05198,102.651,0.000523267,0.0016866,0.03014,0.0603417,2.47018,0.0142349,0.0051451,0.758272,120
01-1-000064,62.9436,164.297,62.9538,164.322,19.4175,0.718143,22.0504,17.7935,0.590625,1.23924,59.0636,0.0010056,0.00229453,0.0914957,0.0491076,0.742919,0.00549419,0.00617563,0.826723,174
01-1-000065,62.6793,162.439,62.6709,162.438,11.4943,0.431195,11.9974,10.4517,0.490986,1.14789,6.06836,0.00199222,0.0029974,0.0860562,0.132283,3.73789,0.0224871,0.0166993,0.73681,92
01-1-000066,62.9494,162.779,62.9527,162.783,17.1482,0.178701,17.3264,16.7139,0.263545,1.03665,154.051,0.000664083,0.00115779,0.0322149,0.0573007,2.64097,0.0137706,0.00404298,0.785548,150
01-1-000067,62.5341,161.565,62.5346,161.564,10.904,0.864014,13.6341,8.39337,0.788048,1.6244,94.6373,0.00100426,0.00153245,0.0730938,0.0530284,0.543886,0.0039848,0.0134597,1,125
01-1-000068,61.0049,156.089,61.0047,156.089,12.039,0.207672,12.2284,11.8336,0.252045,1.03336,45.0918,0.000539581,0.00112917,0.0404344,0.039523,4.84109,0.0174623,0.00485665,0.978688,140
01-1-000069,62.4875,154.858,62.4867,154.859,50.4545,1.59188,52.5884,48.0453,0.406588,1.09456,127.145,0.0021209,0.0045303,0.15908,0.152624,1.60388,0.00900521,0.00480135,1,549
01-1-000070,61.5818,152.947,61.58,152.941,9.08739,0.163476,9.50065,8.86566,0.359454,1.07162,35.0494,0.000567453,0.00376504,0.101261,0.051568,5.71739,0.029415,0.0130119,0.731016,70
01-1-000071,61.5893,152.323,61.5894,152.314,17.6015,0.441556,18.2834,16.6435,0.413933,1.09853,116.539,0.000883467,0.00237305,0.0661529,0.0799968,2.17455,0.0120437,0.00660887,0.838955,161
01-1-000072,60.4106,152.346,60.4107,152.347,13.6952,0.191669,14.0497,13.3357,0.31473,1.05354,141.713,0.000406995,0.000826876,0.0309378,0.0298035,1.96956,0.00898125,0.00330542,1,165
01-1-000073,60.4893,154.356,60.4896,154.367,8.97966,0.224649,9.84511,8.50397,0.503876,1.15771,9.63396,0.000372079,0.00136741,0.0512312,0.0279295,1.15404,0.00911171,0.00712392,0.829957,88
01-1-000074,60.6651,148.845,60.6648,148.845,11.8793,0.312335,12.6574,11.11,0.479114,1.13927,165.54,0.000487298,0.00107389,0.0389015,0.0356723,1.14748,0.00714738,0.00506372,1,142
01-1-000075,60.3017,149.602,60.3266,149.601,28.243,0.578292,28.3512,26.3607,0.368086,1.07551,175.739,0.0067119,0.00354255,0.11631,0.442742,5.03767,0.0406069,0.0185948,0.518518,144
01-1-000076,60.8359,149.209,60.8306,149.208,11.8373,0.327514,12.888,11.0517,0.514452,1.16615,79.4699,0.00082861,0.00162176,0.0587911,0.0370438,1.38414,0.00809125,0.00660128,0.738385,100
01-1-000077,60.3311,147.686,60.3278,147.685,9.10575,0.114033,9.27658,8.71835,0.34166,1.06403,169.917,0.000427521,0.00057004,0.0207448,0.0343073,1.80202,0.011701,0.00481591,0.792439,82
01-1-000078,60.5676,147.823,60.5581,147.817,7.51545,0.404133,8.93205,6.73206,0.657222,1.32679,83.9031,0.0019092,0.00244119,0.133485,0.0608919,2.02166,0.0150987,0.0231772,0.766491,69
01-1-000079,62.0931,151.096,62.093,151.097,10.7144,0.309007,11.3016,10.1039,0.448011,1.11853,69.1215,0.000695923,0.00142018,0.0514539,0.0484246,1.99399,0.0117935,0.00739396,0.979682,124
01-1-000080,61.0747,149.711,61.0809,149.72,14.6535,0.836492,16.6358,12.2121,0.679057,1.36224,165.155,0.00124331,0.00301924,0.0943075,0.0956502,1.09505,0.00767281,0.0131711,0.826406,144
01-1-000081,61.3245,150.33,61.3249,150.335,13.0378,0.251382,13.3101,12.604,0.321382,1.05602,85.4323,0.000792378,0.002141,0.0525847,0.071842,4.50016,0.0193506,0.00732378,0.801852,117
01-1-000082,63.1666,158.291,63.1668,158.295,11.438,0.23571,11.8478,11.0771,0.354797,1.06958,22.0676,0.00134022,0.0019969,0.0758984,0.0612822,4.97005,0.0208537,0.00905331,0.751982,95
01-1-000083,63.4366,158.451,63.4353,158.447,18.8588,0.472081,19.0805,18.5768,0.228247,1.02711,48.9306,0.0027014,0.00371411,0.172337,0.126715,15.2421,0.0470052,0.0116253,0.817409,174
01-1-000084,63.166,159.12,63.1669,159.119,9.00757,0.115982,9.22074,8.72858,0.322338,1.05638,20.7827,0.000447352,0.0012843,0.0304758,0.0363102,3.84579,0.0147704,0.00561266,0.784166,78
01-1-000085,64.2986,158.376,64.3178,158.361,16.5877,0.284646,16.8893,14.8962,0.471269,1.1338,20.1238,0.00127568,0.00152678,0.0398396,0.0974942,1.13816,0.0114837,0.00788785,0.728258,127
01-1-000086,63.758,157.913,63.7695,157.86,10.7339,0.342768,10.9505,8.65439,0.612693,1.26531,60.7326,0.00116187,0.00443414,0.062012,0.153341,1.5802,0.0189629,0.0235363,0.685671,74
01-1-000087,64.2184,161.09,64.2246,161.093,9.57693,0.289595,10.6998,8.87615,0.558411,1.20545,63.7484,0.000685212,0.000972745,0.05235,0.0299353,0.956733,0.0073233,0.00716325,0.839416,91
01-1-000088,63.7112,161.265,63.7054,161.272,15.6264,0.359213,16.4266,14.4914,0.470894,1.13354,27.8749,0.00100728,0.00108225,0.0416537,0.0533757,1.33999,0.00739056,0.0050689,0.750169,120
01-1-000089,65.0295,172.819,65.0296,172.819,10.0828,0.271922,10.5866,9.56726,0.428131,1.10654,78.566,0.000811748,0.00177182,0.0593033,0.0547063,2.7078,0.0152699,0.00885758,0.977048,112
01-1-000090,65.937,173.529,65.9401,173.533,17.0807,0.519085,17.8545,16.0671,0.436111,1.11124,137.488,0.00107578,0.00240483,0.074777,0.0818879,1.89664,0.0122492,0.0073305,0.875861,163
01-1-000091,65.2548,177.786,65.2639,177.792,33.9326,0.813977,35.357,33.052,0.355152,1.06974,81.4345,0.0026858,0.0050202,0.20382,0.11451,3.38974,0.0165487,0.00719465,0.790208,293
01-1-000092,65.8326,178.536,65.8327,178.535,22.5347,0.40355,22.6708,22.3217,0.174828,1.01564,127.962,0.00113086,0.00271028,0.0817038,0.0837291,11.2025,0.0288442,0.00528313,1,235
01-1-000093,65.0896,179.67,65.0886,179.672,14.6638,0.420578,15.5648,13.7794,0.46503,1.12957,10.592,0.000835377,0.00189485,0.0568059,0.054146,1.69803,0.00903845,0.00605776,0.839664,134
01-1-000094,65.3442,180.676,65.344,180.675,11.4185,0.236144,11.8545,10.9643,0.380195,1.08119,73.1864,0.000720729,0.0016577,0.0537155,0.0508688,2.75172,0.0145918,0.00701168,0.972935,122
